target_id,repo,fqcn,variant,population_status,measurement_status,test_count,kept_count,manual_line_covered,combined_line_covered,incremental_line_covered,line_total,incremental_line_percentage,manual_branch_covered,combined_branch_covered,incremental_branch_covered,branch_total,incremental_branch_percentage,target_class_id,manual_exec,final_exec,target_classfile,detail
T15_CloneVisitor,javaparser/javaparser,com.github.javaparser.ast.visitor.CloneVisitor,ES,verified,verified_source_file_aggregate,107,75,201,876,675,886,76.18510158013544,12,12,0,16,0.0,source-file:48b706a5eb0d57d3,pipeline-output/runs/T15_CloneVisitor/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T15_CloneVisitor/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T15_CloneVisitor/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T15_CloneVisitor,javaparser/javaparser,com.github.javaparser.ast.visitor.CloneVisitor,LLM,verified,verified_source_file_aggregate,83,67,201,834,633,886,71.44469525959369,12,12,0,16,0.0,source-file:48b706a5eb0d57d3,pipeline-output/runs/T15_CloneVisitor/covfilter/adopted/20260828-1200-assertion-insensitive-lineage/baseline_manual.exec,pipeline-output/runs/T15_CloneVisitor/covfilter/adopted/20260828-1200-assertion-insensitive-lineage/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T15_CloneVisitor/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T15_CloneVisitor,javaparser/javaparser,com.github.javaparser.ast.visitor.CloneVisitor,Agentic,verified,verified_source_file_aggregate,42,29,201,644,443,886,50.0,12,12,0,16,0.0,source-file:48b706a5eb0d57d3,pipeline-output/runs/T15_CloneVisitor/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T15_CloneVisitor/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T15_CloneVisitor/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T16_DefaultApplicationContext,micronaut-projects/micronaut-core,io.micronaut.context.DefaultApplicationContext,ES,verified,verified_source_file_aggregate,25,9,96,142,46,352,13.068181818181818,19,33,14,146,9.58904109589041,source-file:e9ff0c91075d3250,pipeline-output/runs/T16_DefaultApplicationContext/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T16_DefaultApplicationContext/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T16_DefaultApplicationContext/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T16_DefaultApplicationContext,micronaut-projects/micronaut-core,io.micronaut.context.DefaultApplicationContext,LLM,verified,verified_source_file_aggregate,9,4,96,136,40,352,11.363636363636363,19,28,9,146,6.164383561643835,source-file:e9ff0c91075d3250,pipeline-output/runs/T16_DefaultApplicationContext/covfilter/adopted/20260826-1400-rq1-adopted-oracle-repair/baseline_manual.exec,pipeline-output/runs/T16_DefaultApplicationContext/covfilter/adopted/20260826-1400-rq1-adopted-oracle-repair/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T16_DefaultApplicationContext/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T16_DefaultApplicationContext,micronaut-projects/micronaut-core,io.micronaut.context.DefaultApplicationContext,Agentic,verified,verified_source_file_aggregate,5,5,96,119,23,352,6.534090909090909,19,24,5,146,3.4246575342465753,source-file:e9ff0c91075d3250,pipeline-output/runs/T16_DefaultApplicationContext/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T16_DefaultApplicationContext/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T16_DefaultApplicationContext/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T17_DefaultBeanContext,micronaut-projects/micronaut-core,io.micronaut.context.DefaultBeanContext,ES,verified,verified_source_file_aggregate,101,67,160,717,557,1613,34.53192808431494,51,294,243,880,27.613636363636363,source-file:67ffcc6859326895,pipeline-output/runs/T17_DefaultBeanContext/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T17_DefaultBeanContext/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T17_DefaultBeanContext/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T17_DefaultBeanContext,micronaut-projects/micronaut-core,io.micronaut.context.DefaultBeanContext,LLM,verified,verified_source_file_aggregate,18,12,160,653,493,1613,30.564166150031,51,311,260,880,29.545454545454547,source-file:67ffcc6859326895,pipeline-output/runs/T17_DefaultBeanContext/covfilter/adopted/20260826-1400-rq1-adopted-oracle-repair/baseline_manual.exec,pipeline-output/runs/T17_DefaultBeanContext/covfilter/adopted/20260826-1400-rq1-adopted-oracle-repair/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T17_DefaultBeanContext/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T17_DefaultBeanContext,micronaut-projects/micronaut-core,io.micronaut.context.DefaultBeanContext,Agentic,verified,verified_source_file_aggregate,16,14,160,620,460,1613,28.51828890266584,51,258,207,880,23.522727272727273,source-file:67ffcc6859326895,pipeline-output/runs/T17_DefaultBeanContext/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T17_DefaultBeanContext/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T17_DefaultBeanContext/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T18_Instrumenter,open-telemetry/opentelemetry-java-instrumentation,io.opentelemetry.instrumentation.api.instrumenter.Instrumenter,ES,verified,verified_source_file_aggregate,8,2,93,99,6,110,5.454545454545454,39,42,3,52,5.769230769230769,source-file:aa7b4ae8ee2c01b7,pipeline-output/runs/T18_Instrumenter/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T18_Instrumenter/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T18_Instrumenter/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T18_Instrumenter,open-telemetry/opentelemetry-java-instrumentation,io.opentelemetry.instrumentation.api.instrumenter.Instrumenter,LLM,verified,verified_source_file_aggregate,11,2,93,99,6,110,5.454545454545454,39,42,3,52,5.769230769230769,source-file:aa7b4ae8ee2c01b7,pipeline-output/runs/T18_Instrumenter/covfilter/adopted/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T18_Instrumenter/covfilter/adopted/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T18_Instrumenter/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T18_Instrumenter,open-telemetry/opentelemetry-java-instrumentation,io.opentelemetry.instrumentation.api.instrumenter.Instrumenter,Agentic,verified,verified_source_file_aggregate,2,2,93,94,1,110,0.9090909090909091,39,44,5,52,9.615384615384615,source-file:aa7b4ae8ee2c01b7,pipeline-output/runs/T18_Instrumenter/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T18_Instrumenter/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T18_Instrumenter/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T19_JavaClientCodegen,openapitools/openapi-generator,org.openapitools.codegen.languages.JavaClientCodegen,ES,verified,verified_source_file_aggregate,129,25,599,658,59,709,8.321579689703809,350,386,36,434,8.294930875576037,source-file:19a9f1af1f6463c6,pipeline-output/runs/T19_JavaClientCodegen/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T19_JavaClientCodegen/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T19_JavaClientCodegen/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T19_JavaClientCodegen,openapitools/openapi-generator,org.openapitools.codegen.languages.JavaClientCodegen,LLM,verified,verified_source_file_aggregate,26,10,599,628,29,709,4.090267983074753,350,364,14,434,3.225806451612903,source-file:19a9f1af1f6463c6,pipeline-output/runs/T19_JavaClientCodegen/covfilter/adopted/20260828-1200-assertion-insensitive-lineage/baseline_manual.exec,pipeline-output/runs/T19_JavaClientCodegen/covfilter/adopted/20260828-1200-assertion-insensitive-lineage/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T19_JavaClientCodegen/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T19_JavaClientCodegen,openapitools/openapi-generator,org.openapitools.codegen.languages.JavaClientCodegen,Agentic,verified,verified_source_file_aggregate,12,10,599,634,35,709,4.9365303244005645,350,367,17,434,3.9170506912442398,source-file:19a9f1af1f6463c6,pipeline-output/runs/T19_JavaClientCodegen/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T19_JavaClientCodegen/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T19_JavaClientCodegen/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T20_VertexLinker,opentripplanner/opentripplanner,org.opentripplanner.routing.linking.VertexLinker,ES,verified,verified_source_file_aggregate,12,7,132,172,40,297,13.468013468013469,33,53,20,140,14.285714285714286,source-file:d32218ac84527053,pipeline-output/runs/T20_VertexLinker/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T20_VertexLinker/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T20_VertexLinker/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T20_VertexLinker,opentripplanner/opentripplanner,org.opentripplanner.routing.linking.VertexLinker,LLM,verified,verified_source_file_aggregate,8,7,132,171,39,297,13.131313131313131,33,53,20,140,14.285714285714286,source-file:d32218ac84527053,pipeline-output/runs/T20_VertexLinker/covfilter/adopted/20260826-1400-rq1-adopted-oracle-repair/baseline_manual.exec,pipeline-output/runs/T20_VertexLinker/covfilter/adopted/20260826-1400-rq1-adopted-oracle-repair/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T20_VertexLinker/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T20_VertexLinker,opentripplanner/opentripplanner,org.opentripplanner.routing.linking.VertexLinker,Agentic,verified,verified_source_file_aggregate,8,7,132,233,101,297,34.00673400673401,33,71,38,140,27.142857142857142,source-file:d32218ac84527053,pipeline-output/runs/T20_VertexLinker/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T20_VertexLinker/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T20_VertexLinker/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T21_DefaultTransitService,opentripplanner/opentripplanner,org.opentripplanner.transit.service.DefaultTransitService,ES,verified,verified_source_file_aggregate,97,69,70,195,125,225,55.55555555555556,21,44,23,62,37.096774193548384,source-file:99b0e098eea229d1,pipeline-output/runs/T21_DefaultTransitService/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T21_DefaultTransitService/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T21_DefaultTransitService/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T21_DefaultTransitService,opentripplanner/opentripplanner,org.opentripplanner.transit.service.DefaultTransitService,LLM,verified,verified_source_file_aggregate,69,59,70,185,115,225,51.111111111111114,21,36,15,62,24.193548387096776,source-file:99b0e098eea229d1,pipeline-output/runs/T21_DefaultTransitService/covfilter/adopted/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T21_DefaultTransitService/covfilter/adopted/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T21_DefaultTransitService/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T21_DefaultTransitService,opentripplanner/opentripplanner,org.opentripplanner.transit.service.DefaultTransitService,Agentic,verified,verified_source_file_aggregate,69,57,70,183,113,225,50.22222222222222,21,36,15,62,24.193548387096776,source-file:99b0e098eea229d1,pipeline-output/runs/T21_DefaultTransitService/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T21_DefaultTransitService/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T21_DefaultTransitService/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T22_ODocument,orientechnologies/orientdb,com.orientechnologies.orient.core.record.impl.ODocument,ES,verified,verified_source_file_aggregate,17,5,727,734,7,1729,0.4048582995951417,512,520,8,1414,0.5657708628005658,source-file:44cea4a7d9a3ae7c,pipeline-output/runs/T22_ODocument/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T22_ODocument/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T22_ODocument/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T22_ODocument,orientechnologies/orientdb,com.orientechnologies.orient.core.record.impl.ODocument,LLM,verified,verified_source_file_aggregate,11,3,727,734,7,1729,0.4048582995951417,512,518,6,1414,0.4243281471004243,source-file:44cea4a7d9a3ae7c,pipeline-output/runs/T22_ODocument/covfilter/adopted/20260828-1200-assertion-insensitive-lineage/baseline_manual.exec,pipeline-output/runs/T22_ODocument/covfilter/adopted/20260828-1200-assertion-insensitive-lineage/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T22_ODocument/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T22_ODocument,orientechnologies/orientdb,com.orientechnologies.orient.core.record.impl.ODocument,Agentic,verified,verified_source_file_aggregate,7,4,727,761,34,1729,1.9664545980335455,512,531,19,1414,1.3437057991513437,source-file:44cea4a7d9a3ae7c,pipeline-output/runs/T22_ODocument/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T22_ODocument/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T22_ODocument/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T23_OMatchStatement,orientechnologies/orientdb,com.orientechnologies.orient.core.sql.parser.OMatchStatement,ES,verified,verified_source_file_aggregate,73,36,60,242,182,335,54.32835820895522,26,135,109,246,44.3089430894309,source-file:c001589e9d95430f,pipeline-output/runs/T23_OMatchStatement/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T23_OMatchStatement/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T23_OMatchStatement/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T23_OMatchStatement,orientechnologies/orientdb,com.orientechnologies.orient.core.sql.parser.OMatchStatement,LLM,verified,verified_source_file_aggregate,46,35,60,242,182,335,54.32835820895522,26,132,106,246,43.08943089430894,source-file:c001589e9d95430f,pipeline-output/runs/T23_OMatchStatement/covfilter/adopted/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T23_OMatchStatement/covfilter/adopted/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T23_OMatchStatement/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T23_OMatchStatement,orientechnologies/orientdb,com.orientechnologies.orient.core.sql.parser.OMatchStatement,Agentic,verified,verified_source_file_aggregate,43,30,60,261,201,335,60.0,26,141,115,246,46.7479674796748,source-file:c001589e9d95430f,pipeline-output/runs/T23_OMatchStatement/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T23_OMatchStatement/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T23_OMatchStatement/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T24_PmdAnalysis,pmd/pmd,net.sourceforge.pmd.PmdAnalysis,ES,verified,verified_source_file_aggregate,35,10,165,188,23,207,11.11111111111111,58,66,8,80,10.0,source-file:2a800e06ff801de5,pipeline-output/runs/T24_PmdAnalysis/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T24_PmdAnalysis/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T24_PmdAnalysis/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T24_PmdAnalysis,pmd/pmd,net.sourceforge.pmd.PmdAnalysis,LLM,verified,verified_source_file_aggregate,12,6,165,173,8,207,3.864734299516908,58,62,4,80,5.0,source-file:2a800e06ff801de5,pipeline-output/runs/T24_PmdAnalysis/covfilter/adopted/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T24_PmdAnalysis/covfilter/adopted/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T24_PmdAnalysis/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T24_PmdAnalysis,pmd/pmd,net.sourceforge.pmd.PmdAnalysis,Agentic,verified,verified_source_file_aggregate,9,5,165,174,9,207,4.3478260869565215,58,62,4,80,5.0,source-file:2a800e06ff801de5,pipeline-output/runs/T24_PmdAnalysis/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T24_PmdAnalysis/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T24_PmdAnalysis/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T25_QuteProcessor,quarkusio/quarkus,io.quarkus.qute.deployment.QuteProcessor,ES,verified,verified_source_file_aggregate,111,91,33,506,473,2018,23.439048562933596,17,209,192,1340,14.328358208955224,source-file:f2d910406800a4fd,pipeline-output/runs/T25_QuteProcessor/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T25_QuteProcessor/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T25_QuteProcessor/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T25_QuteProcessor,quarkusio/quarkus,io.quarkus.qute.deployment.QuteProcessor,LLM,verified,verified_source_file_aggregate,97,80,33,484,451,2018,22.348860257680872,17,194,177,1340,13.208955223880597,source-file:f2d910406800a4fd,pipeline-output/runs/T25_QuteProcessor/covfilter/adopted/20260828-1200-assertion-insensitive-lineage/baseline_manual.exec,pipeline-output/runs/T25_QuteProcessor/covfilter/adopted/20260828-1200-assertion-insensitive-lineage/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T25_QuteProcessor/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T25_QuteProcessor,quarkusio/quarkus,io.quarkus.qute.deployment.QuteProcessor,Agentic,verified,verified_source_file_aggregate,32,28,33,156,123,2018,6.095143706640238,17,75,58,1340,4.3283582089552235,source-file:f2d910406800a4fd,pipeline-output/runs/T25_QuteProcessor/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T25_QuteProcessor/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T25_QuteProcessor/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T26_ServerMain,questdb/questdb,io.questdb.ServerMain,ES,verified,verified_source_file_aggregate,9,2,161,167,6,231,2.5974025974025974,48,48,0,80,0.0,source-file:dfc0c91426995547,pipeline-output/runs/T26_ServerMain/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T26_ServerMain/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T26_ServerMain/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T26_ServerMain,questdb/questdb,io.questdb.ServerMain,LLM,verified,verified_source_file_aggregate,2,2,161,167,6,231,2.5974025974025974,48,48,0,80,0.0,source-file:dfc0c91426995547,pipeline-output/runs/T26_ServerMain/covfilter/adopted/20260828-1200-assertion-insensitive-lineage/baseline_manual.exec,pipeline-output/runs/T26_ServerMain/covfilter/adopted/20260828-1200-assertion-insensitive-lineage/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T26_ServerMain/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T26_ServerMain,questdb/questdb,io.questdb.ServerMain,Agentic,verified,verified_source_file_aggregate,7,2,161,179,18,231,7.792207792207792,48,53,5,80,6.25,source-file:dfc0c91426995547,pipeline-output/runs/T26_ServerMain/covfilter/agentic/20260828-1700-adapted-only-native-runtime/baseline_manual.exec,pipeline-output/runs/T26_ServerMain/covfilter/agentic/20260828-1700-adapted-only-native-runtime/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T26_ServerMain/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T27_Operators,reactor/reactor-core,reactor.core.publisher.Operators,ES,verified,verified_source_file_aggregate,4,3,432,435,3,958,0.31315240083507306,185,187,2,536,0.373134328358209,source-file:b7e596527dfd165b,pipeline-output/runs/T27_Operators/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T27_Operators/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T27_Operators/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T27_Operators,reactor/reactor-core,reactor.core.publisher.Operators,LLM,verified,verified_source_file_aggregate,10,1,432,433,1,958,0.10438413361169102,185,186,1,536,0.1865671641791045,source-file:b7e596527dfd165b,pipeline-output/runs/T27_Operators/covfilter/adopted/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T27_Operators/covfilter/adopted/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T27_Operators/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T27_Operators,reactor/reactor-core,reactor.core.publisher.Operators,Agentic,verified,verified_source_file_aggregate,4,3,432,440,8,958,0.8350730688935282,185,191,6,536,1.1194029850746268,source-file:b7e596527dfd165b,pipeline-output/runs/T27_Operators/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T27_Operators/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T27_Operators/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T28_Subscription,real-logic/aeron,io.aeron.Subscription,ES,verified,verified_source_file_aggregate,32,14,61,86,25,140,17.857142857142858,21,29,8,72,11.11111111111111,source-file:f4f2842690edfe17,pipeline-output/runs/T28_Subscription/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T28_Subscription/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T28_Subscription/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T28_Subscription,real-logic/aeron,io.aeron.Subscription,LLM,verified,verified_source_file_aggregate,19,13,61,86,25,140,17.857142857142858,21,28,7,72,9.722222222222221,source-file:f4f2842690edfe17,pipeline-output/runs/T28_Subscription/covfilter/adopted/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T28_Subscription/covfilter/adopted/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T28_Subscription/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T28_Subscription,real-logic/aeron,io.aeron.Subscription,Agentic,verified,verified_source_file_aggregate,21,13,61,103,42,140,30.0,21,40,19,72,26.38888888888889,source-file:f4f2842690edfe17,pipeline-output/runs/T28_Subscription/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T28_Subscription/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T28_Subscription/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T29_AeronCluster,real-logic/aeron,io.aeron.cluster.client.AeronCluster,ES,verified,verified_source_file_aggregate,74,34,210,307,97,728,13.324175824175825,56,80,24,278,8.633093525179856,source-file:8bd9043cb0fa807a,pipeline-output/runs/T29_AeronCluster/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T29_AeronCluster/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T29_AeronCluster/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T29_AeronCluster,real-logic/aeron,io.aeron.cluster.client.AeronCluster,LLM,verified,verified_source_file_aggregate,33,25,210,292,82,728,11.263736263736265,56,77,21,278,7.553956834532374,source-file:8bd9043cb0fa807a,pipeline-output/runs/T29_AeronCluster/covfilter/adopted/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T29_AeronCluster/covfilter/adopted/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T29_AeronCluster/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
